id,user,text,processed_text
1468764792,bryanrees,@rdf_pr msu lost it in the first ten minutes. Maybe even the first five. Congrats! ,msu lost first ten minut mayb even first five congrat
1468765171,TAG0505,Enjoyed Wrestlemania and would much rather be at home then being stuck at work ,enjoy wrestlemania would much rather home stuck work
1468765260,nicolemissnikki,Mornin! Babes hella pissed/hungry! Op. In 2h No food since 9pm! Feel bad fully dug empty can outta recycle lookin @ me like wats good!?! ,mornin babe hella piss hungri op in no food sinc feel bad fulli dug empti outta recycl lookin like wat good
1468765333,Nymeth,@dastevens I'm so sorry  I hope you feel better soon!,i sorri i hope feel better soon
1468765442,29sparrows,Off to get ready for work ,off get readi work
1468765664,doylemb,Awww maaaaan its a beautiful day ,awww maaaaan beauti day
1468765902,gavlp,Cant watch @twitchhiker as streaming banned at work  Hope someone records as MP4 and can email it to me!,cant watch twitchhik stream ban work hope someon record email
1468765928,thatjamesboy,@askheyshiv you and me too ,
1468766027,doaflip,"Cutting grass with dad, hayfever ",cut grass dad hayfev
1468766176,leerosher,"Grandad doesn't know what to do with himself, Mam can't stop crying, I can't occupy my mind... Poor Gran, Goodbye ",grandad know mam stop cri i occupi mind poor gran goodby
1468766197,Kelwil88,Watching Buffy   /sob... Is sad...,watch buffi sob is sad
1468766366,mzxgiant,I have to be a responsible adult? ... Aw man. Now I know how Tyra feels. ,i respons adult aw man now i know tyra feel
1468766501,MaliainEdmond,Slept too late to go run this morning.  ,slept late go run morn
1468766818,Lozzatheblue,@AbbieLeona_Ox Liverpool. Don't get me jealous  going to london on thursdaiii ,liverpool don get jealous go london thursdaiii
1468767010,choocom,Fed up. Stir crazy. Bought lovely new clothes lst wk and haven't even got them out of the bag. ,fed stir crazi bought love new cloth lst wk even got bag
1468767102,aligoldsworthy,@bethanjenkins check out #pman all kicking off in Moldova. Hope people ok ,check pman kick moldova hope peopl ok
1468767142,ultrabrilliant,"@MechaMorgan I have to save my shekels for the weekend, plus I have a tonne of work to do. Once again, responsibilities ruin everything. ",i save shekel weekend plus i tonn work onc respons ruin everyth
1468767620,GmaN98,I really wish I could sleep ,i realli wish i could sleep
1468767649,caseysevenfold,@pyroroux  your mean,mean
1468767775,nickdenardis,@robertvrabel Oh no! I hope everything turns out alright! That does not sound like an easy fix ,oh i hope everyth turn alright that sound like easi fix
1468768447,katiekatiek,I only seem to own black tops wtf ,i seem black top wtf
1468768620,1314179,I miss the chai latte from Expresso House ,i miss chai latt expresso hous
1468768730,bryonywire,i suffered from writers block the entire day yesterday and then after midnight ideas started hitting me and i havnt yet been to sleep  :O,suffer writer block entir day yesterday midnight idea start hit havnt yet sleep o
1468768959,guyberryman,5:37 and I am up. Oh my god ,i oh god
1468769010,ViciousPotato,"@zzap What do you mean someone will &quot;finally&quot; love you? I love you, and have for a long time. ",what mean someon quot final quot love i love long time
1468769212,onion2k,@horrorhannah Sounds ace. I want to go back to uni. ,sound ace i want go back uni
1468769369,songineverheard,wow i feel like crap ,wow feel like crap
1468769540,meghanlynx3,It should definately not be snowing outside! ,it defin snow outsid
1468769834,jessicastrust,"@Mummyofmany You'll get another when the petition closes in Nov - some type of an answer, but don't expect too much ",you get anoth petit close nov type answer expect much
1468770027,beutflone,going to the Dr with Anthony today..im sure the news wont be great   his icd has gone off numerous times...,go dr anthoni today im sure news wont great icd gone numer time
1468770156,techieteri,My xbox360 died! I have no stress relief  How depressing... and in the middle of moving to a new apartment! UGH! Someone cheer me up.,my die i stress relief how depress middl move new apart ugh someon cheer
1468770242,Jesus86,My eyes are burning ,my eye burn
1468770615,mslollybot,"@sasha_saliego here for a pesticide trng, region said it would b less expensive to have it here than in SF. Would rather b in SF tho. ",pesticid trng region said would b less expens sf would rather b sf tho
1468770897,sandermartijn,"on my way to sales training, really don't wanna i want learn, but i'm afraid i have to ",way sale train realli wan na want learn afraid
1468770998,KnowLoco,@aaamyzing well I hate alabaster ,well i hate alabast
1468771082,BrownBella,"Mornin twitterlings! I am tired. Don't want 2 get out of bed, but must catch earlier train ",mornin twitterl i tire don want get bed must catch earlier train
1468771163,mayalabeille,Stop making me do things! I'm so tired! ,stop make thing i tire
1468771315,Tanithr,Has been swimming this morning to help with back ache only then we walked into town and it hurts again ,has swim morn help back ach walk town hurt
1468771395,workaholic1231,"Just woke up, I'm freezing and everything hurts. This is not good. ",just woke i freez everyth hurt this good
1468771833,goldieloxx, just ,
1468771962,19Sarah88,is doing her dreaded assignment ,dread assign
1468772530,trainsong_,"woke up in a pile of blankets, and didn't want to leave it. ",woke pile blanket want leav
1468772546,evgenia1501,@LFCTV where can I buy FOAR if I'm in Russia? HMV and iTunes do not sell to Russia ,i buy foar i russia hmv itun sell russia
1468772964,bordadoingles,@jmcesteves  I need something to help me transcribe several hours of interview during Summer time,i need someth help transcrib sever hour interview summer time
1468773070,_Wren_,@chainsawchelsea  i didnt; know this  d bag had your sets! i wanted new chelsea to dream of ,didnt know bag set want new chelsea dream
1468773357,xstaciex,"i'm seeing my cousin from Canada for the last time today before she goes back     sad times,need cheering up",see cousin canada last time today goe back sad time need cheer
1468773358,radilicious,"@mr_flibble08 yeah, sad times ",yeah sad time
1468773581,markbate,@aplusk apparently citizens of Brunei don't have to pay taxes. sadly the only way to become a citizen of Brunei is to be born there ,appar citizen brunei pay tax sad way becom citizen brunei born
1468773815,LfcRobbo,Cant find a laptop thats reasonably priced and has good editing software. May have to save for a few months ,cant find laptop that reason price good edit softwar may save month
1468779932,Neomic,"I'm having some trouble partitioning my external hard drive, i cant get it the way i want it.. ",i troubl partit extern hard drive cant get way want
1468779975,yesimaisya,it's raining ,rain
1468780294,Kimpak,I'm back in the world.  Funeral was sad. ,i back world funer sad
1468780423,SmilyLibrarian,"@SarahNicholas poor you, I once asked for pale pink streaks - came out like Ronald MacDonald - wore hat for weeks, horrible experience ",poor i ask pale pink streak came like ronald macdonald wore hat week horribl experi
1468780492,emmaXIII,"gosh, looks like i'm housebound for the next wee while. this is horrible ",gosh look like housebound next wee horribl
1468780720,smileitsjordyn,school  whats up with this snow?,school what snow
1468781005,macehella,@ringworm I wanna chill ,i wan na chill
1468781065,ashleyROSE21,Grrrrr its snowing  i hate it when its cold!! It sure doesnt feel like spring,grrrrr snow hate cold it sure doesnt feel like spring
1468782009,jasminedoucet,rainy day.  so bad. (trying to make my hair look great -_-,raini day bad tri make hair look great
1468782067,tankianann,ARRRRRRGH.. I haven't saved THAT file! ,arrrrrrgh i save that file
1468782105,Britty88,I had only 3 hrs of sleep  now i have to function! my knees r so weak! I REALLY HOPE YOU HAVE A GOOD PLAN!!!,i hrs sleep function knee r weak i realli hope you have a good plan
1468782166,lvturner,TweetDeck crashed again  I don't think it likes Vista64,tweetdeck crash i think like
1468782171,tjwislon,@Tiredofbeinsexy i haven't tweeted at you in forever ,tweet forev
1468782190,xhardtoforget,"tried to land a front flip, I couldn't do it ",tri land front flip i
1468782217,CathySavels,"@ipathia I totally adore cats, I have 2 males and a female. We recently lost our kitten female. She disappeared (7wks now) ",i total ador cat i male femal we recent lost kitten femal she disappear
1468782242,Rog_Smashy,Can't sleep  I close my eyes and all  I see is work and a billion ideas moving in all directions.,can sleep i close eye i see work billion idea move direct
1468782374,moneva,@k_austin awe  double today and thursday? damnnn girl. gotta love regal minimum wage pay.,awe doubl today thursday damnnn girl got ta love regal minimum wage pay
1468782447,taralovesu,@mileycyrus aww I feel u u just woke up for school  hopefully I'll meet u today hah &lt;3,aww i feel u u woke school hope i meet u today hah lt
1468782519,cyxob,taids ZB! str??i atpaka? beidz?s PedS?de. uff! fucking thing ,taid zb str atpaka beidz ped de uff fuck thing
1468782915,underhill70,Why is 8*800mtrs @ 6:19  pace harder than a 22 mile? ,whi pace harder mile
1468782977,kevatkinson,"@sazzle84  Please dont do that, i'll be good..... honest",pleas dont good honest
1468783059,onZofranom,Im still waiting for my Phone  x,im still wait phone x
1468783124,fetter1983,Long live my xbox 360. The red ring of death has finally overcome it. ,long live xbox the red ring death final overcom
1468783129,qnzdiamond2k2,"Showered, packed, and off to hang with my boys before breakfast and departure. I don't wanna leave ",shower pack hang boy breakfast departur i wan na leav
1468783550,La_H,"Woke up about 3 hours later than I had intended- the joys of staying up to watch a basketball game in the US, which my team lost. ",woke hour later i intend joy stay watch basketbal game us team lost
1468783598,afokkema,@esarakaitis there is no link ,link
1468783655,CathrynR,"@Aneeqah Only a pleasure... Someone had better have come brownie joy, and it ain't going to be me  Pigging out vicariously through you!",onli pleasur someon better come browni joy go pig vicari
1468783974,Karissma,is awake and shouldn't be ,awak
1468784043,CrazyMikesapps,"@loseitfatboy good, yea had that same issue last night. Way overloaded. Can't complain saw you smoked your camera ",good yea issu last night way overload can complain saw smoke camera
1468784215,paperheartsneha,Parra was...quick. didn't spend much time shopping  she came all the way to westmead just to take me to parra. how nice.,parra quick spend much time shop came way westmead take parra nice
1468784324,AlexBermingham,"dropped my long suffering ipod, 5 years or so of original Ipod mini, but now he's a gonner! ",drop long suffer ipod year origin ipod mini gonner
1468784639,buttercuphll,isn't sure how much she will use this: blocked at work ,sure much use block work
1468784704,cravenjade,"@leawoodward Quite possibly - though with the cat, its more of a slang phrase to describe his defiant behavior   http://bit.ly/189FQI",quit possibl though cat slang phrase describ defiant behavior
1468784780,sterling_silver,finally home. rawr so much work to do ,final home rawr much work
1468784891,Poppietarty,...with nothing but your t-shirt on ,noth shirt
1468784919,sergiubiris,not a good moment for my e-mail to stop working ,good moment e mail stop work
1468785378,annaOrange,"Today I wear Ian's hoodie. I'm tired, my allergies are acting up, and it's like musical all over again. ",today i wear ian hoodi i tire allergi act like music
1468785462,Angelique,is the worst girlfriend in the universe! ,worst girlfriend univers
1468785472,markhulsmeier,"just watched digital spy awards, diana vickers could have won one ",watch digit spi award diana vicker could one
1468785620,AndrewWBurns,@StephenHynds  - You and everybody else. The hard part is getting someone to pay for the extra effort of not stuffing the GAC  #spbpuk,you everybodi els the hard part get someon pay extra effort stuf gac spbpuk
1468785923,watitdo,"my mighty mouse,is no longer so mighty. itï¿½s getting strange.  oh,apple - whyyyy?!",mighti mous longer mighti get strang oh appl whyyyy
1468785928,neonaie,Has just finished work for the dae and is now typing this @ the internet kiosk in centralworld. Can't wait to go home on wed ,has finish work dae type internet kiosk centralworld can wait go home wed
1468785952,Serpentinial,@bekibutton Its very tough isn't it I'm virtually picking people up and shaking them to get every penny out! V stressful ,it tough i virtual pick peopl shake get everi penni v stress
1468785970,HudsonKent,Has to go to work without Ninja Luke  how sad,has go work without ninja luke sad
1468785980,nancetron,"@JohnGreenaway o that's fantastic. i hate timesheets, but they are forcing me to do them now ",fantast hate timesheet forc
1468786013,hilaryjw,"@rowandaze Aw hon,   Have some extra pixie dust from me.",aw hon have extra pixi dust
1468786257,alexa_chung,my tv husbands rick and grimmy are doing freshly squeezed this week not me  waaahhh! HI GUYZZZZ,tv husband rick grimmi fresh squeez week waaahhh hi guyzzzz
1468786597,taralovesu,@mileycyrus awe I feel u i just woke up for school  hopefully we both have a better rest of the day.. &amp; I hope that includes meeting u lol,awe i feel u woke school hope better rest day amp i hope includ meet u lol
1468786652,kdlove1974,good mornin every1. All yall talked bout snow &amp; I dreamt it snowed here. lol  how disapptin when I just woke up. I have 2 go 2 work now. ,good mornin all yall talk bout snow amp i dreamt snow lol disapptin i woke i go work
1468786655,EmilyNatanya,"Going out for lunch with mum, but I feel very sick and don't want to eat ",go lunch mum i feel sick want eat
1468786712,RossGoodman,@Bobzilla I have 18 planted and another 18 on the way. Its the potatoes I think I have overdone  time will tell.,i plant anoth way it potato i think i overdon time tell
1468786777,p__greer,is feeling ill today ,feel ill today
1468786842,IrvTheSwirv,"@makethingstalk I used to love league, back when I was a lad in Wigan it was pretty much compulsory. Then was forced to play Union ",i use love leagu back i lad wigan pretti much compulsori then forc play union
1468786870,lizzalina,i think the chem and applic tests tomorrow are going to rape me ,think chem applic test tomorrow go rape
1468787003,matt_heath, srsly I understood you first time. I was just think of the answer for 1.5 seconds. Repeating in &lt;English just pissed me off.,srsli i understood first time i think answer second repeat lt english piss
1468787249,charlieatkins1,is cleaning  wishing she could raise the rest of the money she needs for her wedding dress..,clean wish could rais rest money need wed dress
1468787518,Fifi1976,@rosskie  Not really sure ,not realli sure
1468787604,_DontTellMeLies,HATES Othello and needs 5 language features + effects by tomorrow ,hate othello need languag featur effect tomorrow
1468787757,nfarrow,"waiting for work to end, and wanting to go see my wife. been working 6 days now ",wait work end want go see wife work day
1468787937,mizzcool123,damn tha last message didnt work ,damn tha last messag didnt work
1468788414,rob_caporetto,@bethanie niiiiiiiiice.  I'd give it a shot.. if I could find blueprints for B5 ,niiiiiiiiic i give shot i could find blueprint
1468788423,boatsnhoesss,I hate waking up in the middle of the night for no reason ,i hate wake middl night reason
1468788515,goodwin88,wants sum food ,want sum food
1468788529,lisaseat,Anyone got any tips for a sore throat and swollen glands? lemsip is just making me ill ,anyon got tip sore throat swollen gland lemsip make ill
1468788566,rdeclair,Oh Boy.  I get to got to the field tomorrow.  Small planes are no fun.  ,oh boy i get got field tomorrow small plane fun
1468788701,gabehabe,@worrallo lucky. &gt;_&gt; I got up at 7:05am and I overslept by an hour. ,lucki gt gt i got i overslept hour
1468788746,tooptoop,"@GabrielBerlin thanks but aka-aki app for iPhone seems to be blocked by french operator bouygues telecom, it only works in WiFi ",thank aka aki app iphon seem block french oper bouygu telecom work wifi
1468788958,sweetL80,"explain how, jazmine got from http://is.gd/raX6 to http://is.gd/raWM.  perhaps im being elitist but its so disappointing ",explain jazmin got perhap im elitist disappoint
1468788984,rossc719,I just found out that Max Headroom wasn't really CG!  Just latex &amp; foam prosthetic makeup and a fiberglass suit. ... Like a Jackelope! ,i found max headroom realli cg just latex amp foam prosthet makeup fiberglass suit like jackelop
1468789247,LeezeArray,"@Maeny Hahah, same here. I dropped out after elementary school. But I can't move to the U.S. without high school graduation.  German. U?",hahah i drop elementari school but i move u s without high school graduat german u
1468789321,TimMothE,@jun6lee Why so harsh? ,whi harsh
1468789326,nicepaul,@Nikki you're right - @innocentdrinks and Coca Cola seem like polar opposites in ethical terms  will Innocent become like Sunny Delight?,right innocentdrink coca cola seem like polar opposit ethic term innoc becom like sunni delight
1468790615,melstar001,M is the only thing I know like that back of my hand ,m thing i know like back hand
1468790966,Skavie,mending my banjaxed back and watch daytime tv not fun ,mend banjax back watch daytim tv fun
1468791098,tynie626,"Oh no,  more babysitting! I love how she springs this on me in the morning so I can't object to it ",oh babysit i love spring morn i object
1468791222,kayteex394,musicc&lt;3. confuseeed. ,musicc lt confusee
1468791467,NicoleBlake22,have got a slight hangover ,got slight hangov
1468791642,FenOswin,"@Schofe Dunno who is there with you, but she's no Fern  ",dunno fern
1468792067,TiffaniDanyelle,"@DeuceWT i am!!!!! then we gotta meet in Royal oak with some stylists for these shows... THEN we got a show tonight... man, ima be tired ",got ta meet royal oak stylist show then got show tonight man ima tire
1468792628,CathaaayM,"I am so sick from stress, gah, and I need sleep and it is all my fault ",i sick stress gah i need sleep fault
1468793511,inekeclewer,"@mattrs but its RED and yucky  i ordered a blue one which was pretty, and theyr not EVER getting any more in",red yucki order blue one pretti theyr ever get
1468793718,ImaMonsta,"blehhhhhhhhh way to early , *feels like puking* ",blehhhhhhhhh way earli feel like puke
1468794135,andreapalasi,has a lot of shit to catch up on ,lot shit catch
1468794147,sleebee123,@miraget  ...I just did laundry!   But now it's 7am.  Lame ,i laundri but lame
1468794164,JacquiOx,@mileycyrus wow early start. I havent even been to bed yet. Hope your tummy feel better soon  love your aussie fan ;) xxx,wow earli start i havent even bed yet hope tummi feel better soon love aussi fan xxx
1468794327,porsalinh,Got zoo much work to do it's not even funny ,got zoo much work even funni
1468794967,melstar001,M is the only thing I know like the back of my hand ,m thing i know like back hand
1468794978,ABBAlove,Trying to sort out my spazed out hair! ,tri sort spaze hair
1468795395,gelozamora,"I don't know which show to watch tonight, I love Dancing With The Stars but I also love American Idol! ",i know show watch tonight i love danc with the star i also love american idol
1468795396,adam_payne,"Going to watch Tales Of The Black Freighter, followed by having to go to the dentist. What a productive day today will be ",go watch tale of the black freighter follow go dentist what product day today
1468795621,xXM1CH3113Xx,cannot find a picture 2 fit the image thing ,find pictur fit imag thing
1468795774,DeadlyMary,waiting to go to work...all my family is sleeping and I am not...  not fair.,wait go work famili sleep i fair
1468796052,SupTabinator,@beforeyoufall @ohonefourthree I feel like shiiiit too. ,ohonefourthre i feel like shiiiit
1468796157,AmiraLoveJonas1,@FrannyM101 why you ain't updating??? thats not like you!  is somethin' wrong? whuts wrong??,updat that like somethin wrong whut wrong
1468796167,_AlyssaMarie,Snow? Seriously?! ,snow serious
1468796379,NINtrentreznor,one of my teachers died yesterday ,one teacher die yesterday
1468796692,MJDodd,"At Gatwick. Watch on BST, body 8 hours behind on PDT ",at gatwick watch bst bodi hour behind pdt
1468796724,whitelight,So near yet so far. ,so near yet far
1468796932,dayuhan,will miss robee when he goes to sipalay ,miss robe goe sipalay
1468797032,stlemur,I'm watching House and I need a hug ,i watch hous i need hug
1468797136,luannem,@kariajay When I was in school I thought I'd be a millionaire at 20 and retire at 21  Look at me today :-P,when i school i thought i millionair retir look today p
1468797761,smalljay23,"@Godfrey_G2da3 Yup, 5 exams and 4 coursework, kmft..plus my pratical nxt mtnh!  how woz ur driving lesson? knocked over any pigeons? :p",yup exam coursework kmft plus pratic nxt mtnh woz ur drive lesson knock pigeon p
1468797926,J_RELL,On my way to work ,on way work
1468797988,Devar,@cuzza that sounds almost as good as nandos ;-) related; nandos have increased prices again ,sound almost good nando relat nando increas price
1468798212,Inked4Jesus,"Urrrr, I should be waking up right now instead I'm just going to bed  too much on the brain!",urrrr i wake right instead i go bed much brain
1468798218,TriggaD,An opportunity has been given... all i can do i wait and see what happens! But from past experiences it's not looking good! ,an opportun given wait see happen but past experi look good
1468798272,SoyC,"@jessicastrust Sorry, I've run out of milk.... ",sorri i run milk
1468799327,Nivalboy,@jacvanek are you a superpupermegaovermodel? sorry idk precisely  but thank you for adding me here and on myspace ;P,superpupermegaovermodel sorri idk precis thank ad myspac p
1468799366,megs112,@colinlefevre still have never done a Brick tour ,still never done brick tour
1468799425,Massarina,heeeby jebus im on twitter but oddly no one else i know is seems a lil pointless ,heeebi jebus im twitter odd one els know seem lil pointless
1468799690,antnzdotcom,Search for chametz finished. Last bread meal tomorrow morning. ,search chametz finish last bread meal tomorrow morn
1468800572,Mistic_Morgue,@angeluserro lol yeah i will be ok. I think my dog just scratched my eye. Like my actual eye ball. Everything is blurry in my right eye ,lol yeah ok i think dog scratch eye like actual eye ball everyth blurri right eye
1468801107,helskibelski, i hate work. havent done much today. im trying! i have artists block. cant draw ,hate work havent done much today im tri artist block cant draw
1468801120,Ben_Neal,"just got home from training , ate dinner , now have to complete an assignment ",got home train ate dinner complet assign
1468801140,paulmullin,"So tell me, how do I get Spotify in Ireland? Have had no luck with poxy proxies so far ",so tell i get spotifi ireland have luck poxi proxi far
1468801452,Ciella_H,@clarissa1017 why are you deleting your facebook account? ,delet facebook account
1468801586,SailorBiTcH,"Have so much to do today: hand in coursework, pack and tidy (and this is the wost work) and then my shift at work from seven. Shattering ",have much today hand coursework pack tidi wost work shift work seven shatter
1468801590,AdamSatayer,@brypie i wish lol theres like 12 friend requests and the rest is just pure junk ,wish lol there like friend request rest pure junk
1468801907,Breezaa,I miss Angiii  I miss talking too her  I love you Angiii!,i miss angiii i miss talk i love angiii
1468802605,SpunkyMel,not feeling so hot today ,feel hot today
1468802850,alexjs,@stephenfry Thanks. I now have &quot;What is love&quot; stuck in my head. What is love? Baby don't hurt me. Don't hurt me. No more ,thank i quot what love quot stuck head what love babi hurt don hurt no
1468803095,blinkexists182,Next US airings: Mon. Apr. 13 asdfasdfasdf. I don't wanna wait that long. ,next us air mon apr asdfasdfasdf i wan na wait long
1468803140,bathtub4ever,"i am so hungry, but my lunch is in my refrigirator at home ",hungri lunch refrigir home
1468803370,shelly6273,"@JULIE_MOORE You and me both ,bad mood, knackered and generally feel like sh*t....should have stayed in bed ! ",you bad mood knacker general feel like sh stay bed
1468803434,4ever_yash,goign 2 scholl baghhh !!! -_- im tires woke up early.. fell asleep sick ,goign scholl baghhh im tire woke earli fell asleep sick
1468804512,RaeJayz,"Is having sleeping problems  It's four in the morning, and I am dying for a drink.",is sleep problem it four morn i die drink
1468804562,bimmusic,do Dairy Milk white chocolate buttons actually exist? All the ones in London have been eaten ,dairi milk white chocol button actual exist all one london eaten
1468804632,eastereggsuk,@CosmopolitanUK have you tried the Kschocolat Dipping Easter Eggs http://is.gd/raZl not the best though ,tri kschocolat dip easter egg best though
1468804827,littlechoupette,"OMG!!! It was horrible this ORAL!!!! Now, it's over but the right ORAL is in June ",omg it horribl oral now right oral june
1468805331,heylucyhey,@belikejoshx it hurt like a mother fucker ,hurt like mother fucker
1468811832,abbbix,stomach ache ,stomach ach
1468811971,SophiaS_,4 hours of school this afternoon ,hour school afternoon
1468812112,floridecires,"Such a sunny, hot day! So beautiful but I feel so bored ",such sunni hot day so beauti i feel bore
1468812238,gregmbf,hates having spots  http://plurk.com/p/n18zp,hate spot
1468812249,kimkoster,@TheBlondeTheory ,
1468812465,XFearLessX,"I'm just a girl, With a dream that got the best of me..... ",i girl with dream got best
1468812572,khali_blache,No riches for Sin ,no rich sin
1468812703,scottbw,@samscam I think I must have the same thing - thought it was a cold at first but its turned a bit nasty ,i think i must thing thought cold first turn bit nasti
1468812798,jennifarter,I hate to see parents cry when their kids move out. Makes me think of how my parents felt the 1st time i moved out. ,i hate see parent cri kid move make think parent felt time move
1468813202,Rapture1781,@geteasypeasy  easy peasy is not better than ubuntu-eee 8.04.... ,easi peasi better ubuntu eee
1468813290,JtErvin,The end of College Road Trip always makes me cry. Its just so sad! ,the end colleg road trip alway make cri it sad
1468813514,Fru_Gal,The new Kate Moss Topshop collection has me gagging for summer. Still wearing winter coat. Still a ways to go yet ,the new kate moss topshop collect gag summer still wear winter coat still way go yet
1468813698,leebarton79,&quot;It's my birthday and I'll cry if I want to&quot; because now I'm 30 ,quot it birthday i cri i want quot i
1468813702,graciie_xo,washing the dishes  boohoo,wash dish boohoo
1468813804,roald,"lost in Proximus online site/maze, between 'e-Services' and 'MyProximus'. No way to send an email to support. And @proximus is a squatter ",lost proximus onlin site maze e servic myproximus no way send email support and proximus squatter
1468813858,zombiesheep,When did motorbike insurance get so darned expensive???  Only been not riding for a year. ,when motorbik insur get darn expens onli ride year
1468814009,jillzzz,didnt stretch before and after my oztag game... now im hurting ,didnt stretch oztag game im hurt
1468814224,BluegrassPundit,Twitter was really messed up last night. ,twitter realli mess last night
1468814272,amyramirez,@danlesserinc yes I am  and yall have a G'day as well! *smiles*,yes i yall g day well smile
1468814592,EndlessMike03,why is it so cold in the morning in april in houston ,cold morn april houston
1468814772,avalanchelynn,@orangy68 I just hope things aren't lost somewhere ,i hope thing lost somewher
1468814947,SamKosa,Eww snow ,eww snow
1468814987,MichelleF,@DanRaine - sorry hear that! Off to the dreaded dentist ,sorri hear off dread dentist
1468815189,philiplarkin,@stephenfry missed you  hehe glad you're home Stephen!,miss hehe glad home stephen
1468815301,shezzalicious,@aliipattz its not looking good for friday  Cheque didnt come today either. Ill speak to my mum when she gets in though x,look good friday chequ didnt come today either ill speak mum get though x
1468815321,lukaswinn,"@MarieLuv That is still terrible, but unfortunately these things happen.  Hope your friend wasn't too upset about being conned like that ",that still terribl unfortun thing happen hope friend upset con like
1468815459,aamybelle,so tired   in my room chilling out. fun :|,tire room chill fun
1468815533,julescookies,"after the 1000. time watching...still don't really like the 5th Harry Potter movie  sad actually, i love the book though",time watch still realli like harri potter movi sad actual love book though
1468815656,AmiraLoveJonas1,"is totally wondering if the real vanessa hudgens is the one in my 'following' glory...  if it's not, that sux...",total wonder real vanessa hudgen one follow glori sux
1468816042,matz6677,Time to gett the dog from the wett what a shity day ,time gett dog wett shiti day
1468816314,optimuscupcake,Oh scheisse... Ashley simpson is going to be on Melrose Place? Just when i was content with ignoring her existance &amp; marriage to pete  grr,oh scheiss ashley simpson go melros place just content ignor exist amp marriag pete grr
1468816427,Rebecca246,Yuck this is the earliest Ive been up in awhile and its NOT fun ,yuck earliest ive awhil not fun
1468816624,MadCarlotta,"@SonnyShear I love them too. Husband, not so much. Therefore, no chimes for me ",i love husband much therefor chime
1468816716,emilin93,i'm stiilll really bored ,stiilll realli bore
1468816865,annarghhx,can't find any friends here ,find friend
1468817425,devonslater,hates replaying that night in my head!!!! can't i just be happy now...?  I love you little brother... &lt;3&lt;3&lt;3,hate replay night head happi i love littl brother lt lt lt
1468817579,MistyMoopies,@NathanaelB awww no fair! i is a big girl but not a big boy!  you will be sorry when i bite u on bum! then u see who is big playa,awww fair big girl big boy sorri bite u bum u see big playa
1468817719,coachbear,Fuck you Channel 7 and iQ for the damn show running over time and me not getting to see the reunions ,fuck channel iq damn show run time get see reunion
1468817808,aka_AMY,Waking up is probably the worst part of my day ,wake probabl worst part day
1468818406,renward,I was just mean on the internet. Somebody spank me. ,i mean internet somebodi spank
1468818407,nezzle,Feeling really crappy about an overdue assignment.  Completely mucked up another assignment and left this one too late.,feel realli crappi overdu assign complet muck anoth assign left one late
1468818444,leannayo,... im not worthless ,im worthless
1468818831,yandle,@wordridden I know! I went and stood on the balcony but it had already moved a few houses further up ,i know i went stood balconi alreadi move hous
1468818859,BertaWooster,@stephenfry enjoy wandering around. I wish I could join you. Or at least be in London ,enjoy wander around i wish i could join or least london
1468819053,Lamb37,WTF!?!?!? WHY is it snowing in April!?!?!?!?!?!?!?! Makes school THAT much crapier ,wtf whi snow april make school that much crapier
1468819084,purplesparkle,was offered ï¿½30 for my old car  Am going to keep trying see if I can get a bit more.. she has cupcakes on for goodness sake!,offer old car am go keep tri see i get bit cupcak good sake
1468819146,Shiminay,@khali_blache no riches?  Boo. I shall be posting the speshul item to you tomorrow...,rich boo i shall post speshul item tomorrow
1468819207,lazygiraffe,"@raspberry I am trying only to spend if I have paypal funds, which I don't right now.  Plus cat might need to go the vet again this week.",i tri spend i paypal fund i right plus cat might need go vet week
1468819304,camellia_,@s13_eisbaer your face is a D90. ,face
1468819427,claire_michelle,"*sigh* another day, another pile of exciting research to trawl through... More of this tomorrow too ",sigh anoth day anoth pile excit research trawl more tomorrow
1468819905,bishpenguin,Argh! Sounds like someone is standing at my door with a chainsaw. No sleep for me this morning.  I'm very grumpy now!,argh sound like someon stand door chainsaw no sleep morn i grumpi
1468820221,MelissaMartin_,just after waking up.. Im tired ,wake im tire
1468820239,LauraKalbag,@shubox damn. neither are on there ,damn neither
1468820544,AshtonTaylor,"feelin sick.  can't slow down though...school, other school, rehearsal, tennis match, rehearsal again.",feelin sick slow though school school rehears tenni match rehears
1468820768,thatsarahkid,@ChloeChloe i completely forgot about the exams.. i really cant be bothered to revise.  *PERUface*,complet forgot exam realli cant bother revis perufac
1468820771,gimraent,"Hello all, slow getting going today ... I just feel like curling up with my book for the rest of the day ... ",hello slow get go today i feel like curl book rest day
1468820809,xVivicax,@finalcontext  Luckily I'm on holiday at the mo! But it's still all work  What is it you do ?,luckili i holiday mo but still work what
1468820928,derring1,"couldn't sleep, up all night, i will regret this when i get home from work ",sleep night regret get home work
1468821306,aevans6,I've given up and am going to the doctor...being sick 3 times in one month is rather annoying ,i given go doctor sick time one month rather annoy
1468826569,Walk_In_The_Sun,work is so boring without my ipod ,work bore without ipod
1468826884,Kaeilyn,"doesn't understand Ohio weather... it's APRIL!...i have to run a track meet in shorts and a tank top tonight, this is gonna be great!. ",understand ohio weather april run track meet short tank top tonight gon na great
1468826894,LucyBaron,Eurrrghhhh!!!!  Not a fan of Lapsang Souching.  Tastes like smoking ,eurrrghhhh not fan lapsang souch tast like smoke
